iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
MEX,North America,Mexico,20-04-2020,8261,764,686,36,64.072,5.926,5.321,0.279,56831,3526,0.441,0.027,2548,0.02,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,21-04-2020,8772,511,712,26,68.035,3.963,5.522,0.202,60097,3266,0.466,0.025,2605,0.02,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,22-04-2020,9501,729,857,145,73.69,5.654,6.647,1.125,63245,3148,0.491,0.024,2662,0.021,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,23-04-2020,10544,1043,970,113,81.779,8.089,7.523,0.876,66681,3436,0.517,0.027,2775,0.022,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,24-04-2020,11633,1089,1069,99,90.225,8.446,8.291,0.768,70544,3863,0.547,0.03,2900,0.022,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,25-04-2020,12872,1239,1221,152,99.835,9.61,9.47,1.179,72683,2139,0.564,0.017,2977,0.023,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,26-04-2020,13842,970,1305,84,107.358,7.523,10.122,0.652,74554,1871,0.578,0.015,3036,0.024,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,27-04-2020,14677,835,1351,46,113.835,6.476,10.478,0.357,78729,4175,0.611,0.032,3128,0.024,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,28-04-2020,15529,852,1434,83,120.443,6.608,11.122,0.644,83026,4297,0.644,0.033,3276,0.025,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,29-04-2020,16752,1223,1569,135,129.928,9.486,12.169,1.047,87645,4619,0.68,0.036,3486,0.027,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,30-04-2020,17799,1047,1732,163,138.049,8.121,13.433,1.264,92631,4986,0.718,0.039,3707,0.029,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,01-05-2020,19224,1425,1859,127,149.101,11.052,14.418,0.985,95617,2986,0.742,0.023,3582,0.028,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,02-05-2020,20739,1515,1972,113,160.851,11.75,15.295,0.876,98356,2739,0.763,0.021,3668,0.028,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,03-05-2020,22088,1349,2061,89,171.314,10.463,15.985,0.69,101022,2666,0.784,0.021,3781,0.029,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,04-05-2020,23471,1383,2154,93,182.041,10.727,16.706,0.721,106792,5770,0.828,0.045,4009,0.031,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,05-05-2020,24905,1434,2271,117,193.163,11.122,17.614,0.907,111642,4850,0.866,0.038,4088,0.032,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,06-05-2020,26025,1120,2507,236,201.849,8.687,19.444,1.83,117146,5504,0.909,0.043,4214,0.033,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,07-05-2020,27634,1609,2704,197,214.329,12.479,20.972,1.528,122762,5616,0.952,0.044,4304,0.033,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,08-05-2020,29616,1982,2961,257,229.701,15.372,22.965,1.993,128741,5979,0.999,0.046,4732,0.037,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,09-05-2020,31522,1906,3160,199,244.484,14.783,24.509,1.543,132071,3330,1.024,0.026,4816,0.037,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,10-05-2020,33460,1938,3353,193,259.515,15.031,26.006,1.497,134691,2620,1.045,0.02,4810,0.037,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,11-05-2020,35022,1562,3465,112,271.63,12.115,26.874,0.869,141308,6617,1.096,0.051,4931,0.038,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,12-05-2020,36327,1305,3573,108,281.752,10.122,27.712,0.838,148063,6755,1.148,0.052,5203,0.04,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,13-05-2020,38324,1997,3926,353,297.24,15.489,30.45,2.738,154794,6731,1.201,0.052,5378,0.042,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,14-05-2020,40186,1862,4220,294,311.682,14.442,32.73,2.28,161756,6962,1.255,0.054,5571,0.043,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,15-05-2020,42595,2409,4477,257,330.366,18.684,34.724,1.993,169183,7427,1.312,0.058,5777,0.045,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,16-05-2020,45032,2437,4767,290,349.267,18.901,36.973,2.249,173196,4013,1.343,0.031,5875,0.046,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,17-05-2020,47144,2112,5045,278,365.648,16.381,39.129,2.156,175921,2725,1.364,0.021,5890,0.046,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,18-05-2020,49219,2075,5177,132,381.742,16.094,40.153,1.024,184000,8079,1.427,0.063,6099,0.047,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,19-05-2020,51633,2414,5332,155,400.465,18.723,41.355,1.202,191283,7283,1.484,0.056,6174,0.048,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,20-05-2020,54346,2713,5666,334,421.507,21.042,43.945,2.59,199099,7816,1.544,0.061,6329,0.049,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,21-05-2020,56594,2248,6090,424,438.942,17.435,47.234,3.289,206704,7605,1.603,0.059,6421,0.05,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,22-05-2020,59567,2973,6510,420,462.001,23.059,50.491,3.258,214702,7998,1.665,0.062,6503,0.05,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,23-05-2020,62527,2960,6989,479,484.958,22.958,54.207,3.715,218706,4004,1.696,0.031,6501,0.05,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,24-05-2020,65856,3329,7179,190,510.778,25.82,55.68,1.474,222009,3303,1.722,0.026,6584,0.051,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,25-05-2020,68620,2764,7394,215,532.215,21.438,57.348,1.668,230908,8899,1.791,0.069,6701,0.052,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,26-05-2020,71105,2485,7633,239,551.489,19.274,59.201,1.854,239469,8561,1.857,0.066,6884,0.053,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,27-05-2020,74560,3455,8134,501,578.286,26.797,63.087,3.886,248411,8942,1.927,0.069,7045,0.055,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,28-05-2020,78023,3463,8597,463,605.145,26.859,66.678,3.591,256852,8441,1.992,0.065,7164,0.056,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,29-05-2020,81400,3377,9044,447,631.337,26.192,70.145,3.467,265560,8708,2.06,0.068,7265,0.056,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,30-05-2020,84627,3227,9415,371,656.365,25.029,73.023,2.877,270487,4927,2.098,0.038,7397,0.057,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,31-05-2020,87512,2885,9779,364,678.741,22.376,75.846,2.823,274031,3544,2.125,0.027,7432,0.058,people tested,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,01-06-2020,90664,3152,9930,151,703.188,24.447,77.017,1.171,283852,9821,2.202,0.076,7563,0.059,people tested,72.69,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,02-06-2020,93435,2771,10167,237,724.68,21.492,78.855,1.838,293038,9186,2.273,0.071,7653,0.059,people tested,72.69,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,03-06-2020,97326,3891,10637,470,754.859,30.179,82.5,3.645,302780,9742,2.348,0.076,7767,0.06,people tested,72.69,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,04-06-2020,101238,3912,11728,1091,785.2,30.341,90.962,8.462,312263,9483,2.422,0.074,7916,0.061,people tested,72.69,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,05-06-2020,105680,4442,12545,817,819.652,34.452,97.299,6.337,322043,9780,2.498,0.076,8069,0.063,people tested,72.69,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,06-06-2020,110026,4346,13170,625,853.36,33.707,102.146,4.847,326948,4905,2.536,0.038,8066,0.063,people tested,72.69,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,07-06-2020,113619,3593,13511,341,881.227,27.867,104.791,2.645,330554,3606,2.564,0.028,8075,0.063,people tested,72.69,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,08-06-2020,117103,3484,13699,188,908.249,27.022,106.249,1.458,340885,10331,2.644,0.08,8148,0.063,people tested,72.69,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,09-06-2020,120102,2999,14053,354,931.509,23.26,108.995,2.746,351050,10165,2.723,0.079,8287,0.064,people tested,72.69,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,10-06-2020,124301,4199,14649,596,964.076,32.567,113.617,4.623,360906,9856,2.799,0.076,8304,0.064,people tested,72.69,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,11-06-2020,129184,4883,15357,708,1001.949,37.872,119.109,5.491,369934,9028,2.869,0.07,8239,0.064,people tested,72.69,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,12-06-2020,133974,4790,15944,587,1039.1,37.151,123.661,4.553,378493,8559,2.936,0.066,8064,0.063,people tested,,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,13-06-2020,139196,5222,16448,504,1079.602,40.502,127.57,3.909,381945,3452,2.962,0.027,7857,0.061,people tested,,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,14-06-2020,142690,3494,16872,424,1106.701,27.099,130.859,3.289,384426,2481,2.982,0.019,7696,0.06,people tested,,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MEX,North America,Mexico,15-06-2020,146837,4147,17141,269,1138.865,32.164,132.945,2.086,390595,6169,3.029,0.048,7101,0.055,people tested,,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05
MAR,Africa,Morocco,03-03-2020,1,1,0,0,0.027,0.027,0,0,33,4,0.001,0,3,0,people tested,0,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,06-03-2020,2,1,0,0,0.054,0.027,0,0,52,10,0.001,0,4,0,people tested,5.56,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,12-03-2020,5,3,1,1,0.135,0.081,0.027,0.027,97,13,0.003,0,8,0,people tested,5.56,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,13-03-2020,6,1,1,0,0.163,0.027,0.027,0,101,4,0.003,0,7,0,people tested,25,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,14-03-2020,7,1,1,0,0.19,0.027,0.027,0,130,29,0.004,0.001,10,0,people tested,44.44,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,15-03-2020,18,11,1,0,0.488,0.298,0.027,0,150,20,0.004,0.001,13,0,people tested,44.44,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,16-03-2020,28,10,1,0,0.759,0.271,0.027,0,189,39,0.005,0.001,18,0,people tested,55.56,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,17-03-2020,37,9,1,0,1.002,0.244,0.027,0,227,38,0.006,0.001,23,0.001,people tested,55.56,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,18-03-2020,44,7,2,1,1.192,0.19,0.054,0.027,317,90,0.009,0.002,33,0.001,people tested,55.56,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,19-03-2020,54,10,2,0,1.463,0.271,0.054,0,370,53,0.01,0.001,39,0.001,people tested,55.56,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,20-03-2020,63,9,2,0,1.707,0.244,0.054,0,464,94,0.013,0.003,52,0.001,people tested,90.74,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,21-03-2020,86,23,3,1,2.33,0.623,0.081,0.027,537,73,0.015,0.002,58,0.002,people tested,90.74,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,22-03-2020,96,10,3,0,2.601,0.271,0.081,0,627,90,0.017,0.002,68,0.002,people tested,90.74,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,23-03-2020,115,19,4,1,3.116,0.515,0.108,0.027,786,159,0.021,0.004,85,0.002,people tested,90.74,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,24-03-2020,134,19,4,0,3.63,0.515,0.108,0,855,69,0.023,0.002,90,0.002,people tested,90.74,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,25-03-2020,170,36,5,1,4.606,0.975,0.135,0.027,995,140,0.027,0.004,97,0.003,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,26-03-2020,225,55,6,1,6.096,1.49,0.163,0.027,1206,211,0.033,0.006,119,0.003,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,27-03-2020,275,50,10,4,7.45,1.355,0.271,0.108,1768,562,0.048,0.015,186,0.005,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,28-03-2020,345,70,23,13,9.347,1.896,0.623,0.352,1976,208,0.054,0.006,206,0.006,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,29-03-2020,358,13,23,0,9.699,0.352,0.623,0,2273,297,0.062,0.008,235,0.006,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,30-03-2020,479,121,26,3,12.977,3.278,0.704,0.081,2751,478,0.075,0.013,281,0.008,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,31-03-2020,556,77,33,7,15.063,2.086,0.894,0.19,3079,328,0.083,0.009,318,0.009,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,01-04-2020,617,61,36,3,16.716,1.653,0.975,0.081,3345,266,0.091,0.007,336,0.009,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,02-04-2020,654,37,39,3,17.719,1.002,1.057,0.081,3624,279,0.098,0.008,345,0.009,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,03-04-2020,708,54,44,5,19.182,1.463,1.192,0.135,3910,286,0.106,0.008,306,0.008,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,04-04-2020,708,0,44,0,19.182,0,1.192,0,4321,411,0.117,0.011,335,0.009,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,05-04-2020,919,211,59,15,24.898,5.717,1.598,0.406,4848,527,0.131,0.014,368,0.01,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,06-04-2020,1021,102,70,11,27.661,2.763,1.896,0.298,5104,256,0.138,0.007,336,0.009,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,07-04-2020,1120,99,80,10,30.344,2.682,2.167,0.271,5437,333,0.147,0.009,337,0.009,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,08-04-2020,1184,64,90,10,32.078,1.734,2.438,0.271,5752,315,0.156,0.009,344,0.009,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,09-04-2020,1275,91,93,3,34.543,2.465,2.52,0.081,6383,631,0.173,0.017,394,0.011,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,10-04-2020,1374,99,97,4,37.225,2.682,2.628,0.108,7239,856,0.196,0.023,476,0.013,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,11-04-2020,1448,74,107,10,39.23,2.005,2.899,0.271,7948,709,0.215,0.019,518,0.014,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,12-04-2020,1545,97,111,4,41.858,2.628,3.007,0.108,8604,656,0.233,0.018,537,0.015,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,13-04-2020,1661,116,118,7,45.001,3.143,3.197,0.19,9128,524,0.247,0.014,575,0.016,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,14-04-2020,1763,102,126,8,47.764,2.763,3.414,0.217,9922,794,0.269,0.022,641,0.017,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,15-04-2020,1888,125,126,0,51.151,3.387,3.414,0,10650,728,0.289,0.02,700,0.019,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,16-04-2020,2024,136,127,1,54.835,3.685,3.441,0.027,11996,1346,0.325,0.036,802,0.022,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,17-04-2020,2283,259,130,3,61.852,7.017,3.522,0.081,12952,956,0.351,0.026,816,0.022,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,18-04-2020,2564,281,135,5,69.465,7.613,3.657,0.135,13689,737,0.371,0.02,820,0.022,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,19-04-2020,2685,121,137,2,72.743,3.278,3.712,0.054,15123,1434,0.41,0.039,931,0.025,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,20-04-2020,2855,170,141,4,77.349,4.606,3.82,0.108,16386,1263,0.444,0.034,1037,0.028,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,21-04-2020,3046,191,143,2,82.524,5.175,3.874,0.054,18100,1714,0.49,0.046,1168,0.032,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,22-04-2020,3209,163,145,2,86.94,4.416,3.928,0.054,19885,1785,0.539,0.048,1319,0.036,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,23-04-2020,3377,168,149,4,91.491,4.552,4.037,0.108,21947,2062,0.595,0.056,1422,0.039,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,24-04-2020,3568,191,155,6,96.666,5.175,4.199,0.163,23933,1986,0.648,0.054,1569,0.043,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,25-04-2020,3758,190,158,3,101.814,5.148,4.281,0.081,25443,1510,0.689,0.041,1679,0.045,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,26-04-2020,3897,139,159,1,105.58,3.766,4.308,0.027,27399,1956,0.742,0.053,1754,0.048,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,27-04-2020,4065,168,161,2,110.131,4.552,4.362,0.054,29254,1855,0.793,0.05,1838,0.05,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,28-04-2020,4120,55,162,1,111.621,1.49,4.389,0.027,31250,1996,0.847,0.054,1879,0.051,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
MAR,Africa,Morocco,29-04-2020,4252,132,165,3,115.197,3.576,4.47,0.081,32930,1680,0.892,0.046,1864,0.051,people tested,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68
